"id","make","model","version","manufacturing_year","engine_hp","engine_cc","fuel_type","battery_kwh","transmission_type","body","driven_wheels","doors_no","passengers_no","km_no","price","currency","price_details","offered_by","vin","dealer_warranty_included","pollution_norm","co2_emissions","tech_state","origin_country","location","county","equipments","description","particulate_filter","ad_url","first_registration_date","registered","owner_no","service_history","color","metallic_paint","date_posted","created","add_date","add_id","category","cc","collection_date","first_owner","gearbox","generation","image","ingest_file_id","vehicle_manufacturer","manufacturer_year","vehicle_model","name","postal_code","registration_date","site_id","source","state","tuning"
"000634b4-d69f-489e-b4dd-1ef80da5122f",\N,\N,"1.6 4x2",\N,"105",\N,"U",\N,"M",\N,\N,"5",\N,"167644","7999.00","EUR","Se emite factura","Firma",\N,\N,"Euro 5",\N,\N,"Germania","Str. Corneliu Coposu - 40000 Cluj-Napoca, Judet Cluj (Romania)","Cluj","","
        ~ NEXT CAR ~
DEALER AUTO

✅GARANTIE ✅ REVIZIE ✅ RATE ✅ NUMERE ROSII

✅ GARANTIE - 3 LUNI IN LIMITA A 3000 DE KM - in pretul afisat fara perceperea unei extra taxe *
Efectuam:
✅ GRATUIT - Ultima REVIZIE (Toate filtrele + uleil in motor ) in momentul achizitionarii masinii *
✅ GRATUIT - Numere zoll / Numere rosii *;
✅ GRATUIT - Toate actele necesare inmatricularii *
✅ GRATUIT - Asistenta Rutiera Nationala *

➤➤➤ I M P O R T A N T ➤➤➤

* Vindem masini CASH sau IN RATE prin partenerul nostru TBI Pay !
* Avans 0 la aprobarea integrala in rate.
* Posibilitate creditare rapida pentru persoane fizice – Aprobare in maxim 3 ore.
* Perioada finantare : 6 - 60 Luni.
* Dobanda de la 1% pe luna,in functie de SCORING-ul clientului.
* Credit doar cu buletinul.
* Vindem masini in TOATA tara.

➤➤➤C O N D I T I I ➤ P E N T R U ➤ F I N A N T A R E ➤➤➤

▶T B I
* Minim 4 luni vechime la actualul angajator.
* Fara istoric negativ in Biroul de credit.
* Ratele sa nu depaseasca 40% din venitul net(respectiv 65% la salarii peste 3.200 lei).

▶M O G O

✅FINANȚĂM PERSOANE FIZICE
-Angajatii cu o vechime de min.4 luni
-Pensionarii - pana in 70 ani finalizarea creditului.
-Persoane cu venituri din strainatate(contract de munca)
-Persoane cu istoric NEGATIV in Biroul de credite
-Persoane cu grad de îndatorare ridicat

TRANSPORT GRATUIT IN TOATA TARA IN LIMITA A 200 KM – NEXT CAR HOME DELIVERY SAU NUMERE ROSII !

—————————————————————————————————————————

* * *  Dacia Duster  Prestige 

* * * Motorizare Benzina + Gaz - 1.6Mpi

Costuri de intretinere ,impozit si taxe foarte mici
Import Germania.Unic proprietar.

-Tapiterie full piele
-Scaune confort din piele
-Volan din piele
-Aer  conditionat
-Mp3 , Bluetooth
-Servotronic
-Computer de bord
-Pilot automat
-ABS
-ESP
-Geamuri electrice 
-Inchidere  centralizata
-Proiectoare ceata
-Oglinzi electrice 
-Bare longitudinale plafon
-Jante aliaj pe 16 inch cu anvelope foarte bune
-2 chei

Carte service,revizii la zi .Istoric complet .Ultima revizie va fi facuta GRATUIT de catre noi , in pachetul NEXT CAR STANDARD PACK .

Nu acceptam  schimburi.

Mai multe poze puteti  gasi pe Autovit.ro.

Next Car a depus toate diligenţele pentru a se asigura că informaţiile furnizate pe acest website sunt corecte şi complete la momentul publicării. Cu toate acestea, pot să apară erori neintenţionate sau accidentale, pentru existenţa cărora ne cerem scuze. Toate imaginile, textele, preţurile şi alte informaţii prezentate pe această pagină web şi cele conexe reprezintă informaţii cu titlu informativ, fără a genera obligaţii ferme. Este rezervat dreptul de a efectua modificări ulterioare.Toate preţurile afişate sunt cu titlu informativ şi supuse modificărilor.    ",\N,\N,\N,\N,\N,\N,"Verde",\N,\N,"2023-11-28 07:12:32","2023-06-01","https://www.autovit.ro/anunt/dacia-duster-1-6-4x2-ID7Hchj1.html","Autoturisme","1598","2023-06-01",\N,"Manuala",\N,"https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjJreHkyNW40dDc0Mi1BVVRPVklUUk8iLCJ3IjpbeyJmbiI6InE3bXo1M2JpZnB6ay1BVVRPVklUUk8iLCJzIjoiMTYiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.Pr7xLd_WYfXX0M3IkHbV7PCFwBqJcyi1m6V75sZ9tYE/image;s=732x488",\N,"DACIA","2014","DUSTER","Dacia Duster 1.6 4x2",\N,"2013-10-20","7051238735","AUTOVIT","Second hand",\N
"0006417d-dd46-56c0-a8a3-f417cd72191c","BMW","X5","M50d","2016","381","2993","D",\N,"A","None",\N,"5",\N,"190000","32500.00","EUR","Negociabil","Proprietar","None",\N,"NONE",\N,"SECOND HAND","NONE","Drobeta-Turnu Severin, Judet Mehedinti","","","BMW X5 / M50 D / 381 CP /PANORAMIC / DISTRONIC / SOFTCLOSE / HEAD-UP DISPLAY

^Cutie automata 8+1 trepte 
^Inmatriculata recent
^Primul propietar 
^190000km -istoric service 

#// M PAKET interior / exterior 

Interior seria 7
Cusaturi contrastante 
Full led
Inteligent safety
Distronic
Lane assist
Side assist
Soft Close usi si portbagaj 
keyless go
keyless entry
X-drive status 
Pedestrian alert (recunoaste pietoni)
Frond end collision (franeaza automat )
Indicator recunoastere semnele de circulatie 
Lumini ambientale interior (7 culori )
Porbagaj actionat electric
Trapa panoramica 
Linie audio Harman Kardon
Suspensie adaptive cu 4 moduri 
Dublu Climatronic fata-spate 
Incalzise + ventilatie scaune 
Scaune sport full electric cu memorie 
Camere 360
Asistenta faza scurta faza lunga 
ConnectedDrive 
Privacy Glass 
Oglinzi reglabile si rabatabile electric 
Conexiune bluetooth (car-kit)
Pilot automat 
Tempomat 
Proiectoare ceata led 
Folow me home
Jante aliaj R20 (cauciucuri noi)

~Autotutismul se prezinta intr-o stare excelenta de functionare ,fara probleme de ordin tehnic sau estetic !!!!
~Toate actele se finalizeaza la vanzarea autoturismului !!","Da","https://www.autovit.ro/anunt/bmw-x5-m-m50d-ID7HavvJ.html",\N,"DA","None",\N,"ALBASTRU","NONE",\N,"2023-04-14 12:01:45",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00064bc4-d656-5c07-8dfd-5a61b1bd92e6","DACIA","LODGY","None","2013","110","1498","D",\N,"M","Hatchback",\N,\N,\N,"264000","4990.00","EUR","None","None","None",\N,"NONE",\N,"NONE","NONE","None","None","None","Diesel,110 cp,aer conditionat, geamuri electrice, pilot automat, folie omologata,taxe la zi,variante Logan 2022-2023","None","https://www.olx.ro/d/oferta/vand-dacia-lodgy-IDhx56v.html",\N,"NONE",\N,\N,"NEGRU","NONE","2023-09-04","2023-09-13 15:03:12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00065e76-0280-561f-84c5-7226bc27566f","FORD","KUGA","2.5 Duratec PHEV Titanium X","2020","152","248","HIBRID",\N,"A","SUV","Fata","5","5","71800","25800.00","EUR","None","Firma","None","None","EURO 6","None","NONE","GERMANIA","nr. 1 - 300278 Timisoara","Timis","None"," Masina se afla pe STOC la sediul nostru din Timisoara 

 XVXCars vine in ajutorul dvs cu masini cu istoric garantat + urmatoarele avantaje: 

 Garantie 12 luni / 30.000 km cu contract si polita de garantie avand posibilitate de extindere pana la 3 ani
 Verificare temeinica + istoric complet al tuturor autovehiculelor comercializate
 Finantare avantajoasa in sistem de leasing
 Consultanta pe tot parcursul achizitiei
 Posiblitatea achizitiei unui autoturism pe comanda
 Reparatiile pe garantie se pot efectua in orice service autorizat RAR din Romania!

Elementele incluse in garantie:

 Motor
 Diferential
 Ambreiaj
 Transmisie
 Sistem de alimentare
 Directie (inclusiv servodirectie)
 Instalatie electrica
 Frane
 Tractiune pe patru roti
 Convertor de cuplu
 Materiale de lucru si carcase

Robert Moldoveanu
Show number
office@xvxcars.ro

Aici se afla lista dotarilor dupa codurile individuale, specificate dupa seria de sasiu:

AC00G - Control climatizare pe 2 zone
B2CAF - Geamuri electrice fata
B2DAG - Geamuri electrice spate
B2GAE - Privacy glass
B3MAB - Incalzire parbriz
JCBAM - Iluminare ambientala
BSBAF - Oglinda retrovizoare electrocrom
BSHCZ - Oglinzi exterioare electrice cu incalzire si rabatare electrica
BY1AB - Scaune fata incalzite
BYBAI - Bancheta spate incalzita
CBGAL - Keyless entry / Keyless go
CFFAN - Senzor de ploaie
D19AG - Senzori de presiune pneuri
FAJAC - Frana parcare electrica
FBFAB - Sistem de atenuare a coliziunilor frontale
FCCAB - Asistent franare de urgenta
GTBAB - Incalzire in volan
GTCAV - Cruise control
HKCAB - Navigatie cu touchscreen
HLNAB - Asistent de mentinere banda
HNLAB - Senzori parcare fata
HNKAB - Senzori parcare spate
IDBA6 - Sistem audio Bang and Olufsen cu 10 difuzoare, 560 W
IEXAB - Incarcare wireless
JB1AB - Follow me home
JEDAF - Asistent de faza lunga
BYPAL - Scaun sofer reglabil in 8 directii
BYQAL - Scaun pasager reglabil in 8 directii
CFKAB - Spalatoare de faruri
CN7AH - Airbag genunchi
CP1AB - Airbag cortina stanga fata-spate
CP2AB - Airbag cortina dreapta fata-spate
CPGAB - Airbag sofer
CPHAB - Airbag pasager
CPMAB - Airbag lateral sofer
CPNAB - Airbag lateral pasager
CPSAB - Sistem de prindere ISOFIX
DR00A - Tractiune fata
JCEAB - Iluminare la picioare in fata
WAEDX - Auto destinat pietei din Germania
Toate reviziile au fost efectuate la reprezentanta
Garantie de fabrica 8 ani la bateria de hibrid

Pentru mai multe detalii va stam la dispozitie la telefon","None","https://www.autovit.ro/autoturisme/anunt/ford-kuga-2-5-duratec-phev-titanium-x-ID7Hg8sZ.html","2020-07-02","NONE","None","None","NEGRU","METALIZATA","2023-12-18","2023-12-22 01:17:02",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00067031-8064-5cfd-bc92-bda46f057a80","SUZUKI","GRAND VITARA","2.0i JLX","2009","140","1995","U",\N,"M","None",\N,"5",\N,"188000","4500.00","EUR","Negociabil","Proprietar","None",\N,"NONE",\N,"SECOND HAND","NONE","Bodogaia, Judet Harghita","","","Adusa din Germania !!!
Totul functioneaza perfect !!!
Carte service  !!!
Kilometri 100 % reali
Baterie noua !!!
Antifonat !!!","Da","https://www.autovit.ro/anunt/suzuki-grand-vitara-2-0i-jlx-ID7HdrKR.html",\N,"NONE","None",\N,"GRI","NONE",\N,"2023-07-12 06:01:52",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000672bf-d56b-57bc-a96b-d5a6d0c8297d","JEEP","GRAND CHEROKEE","None","2015","250",\N,"D",\N,"missing","None",\N,\N,\N,"187000","22521.00","NONE","None","None","",\N,"NONE",\N,"NONE","NONE","None","None","None","None","None","None",\N,"NONE",\N,\N,"NONE","NONE","2018-10-02","2021-10-11 14:25:10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000689cc-2ff9-5a4b-8f87-248db65e3b54","FORD","RANGER","Pick-Up 2.0 EcoBlue 170 CP 4x4 Cabina Dubla Wildtrack Aut.","2022","170","1996","D",\N,"A","None",\N,"4",\N,"6814","37485.00","EUR","TVA deductibil, Negociabil, Se emite factura","Firma","None",\N,"EURO 6",\N,"SECOND HAND","ROMANIA","Str. Calea Bucuresti nr 115,comuna Pielesti - 200000 Craiova, Judet Dolj (Romania)","","","SPECIFICATII TEHNICE
Putere 213 CP
Transmisie Automata, 10viteze
Norma de poluare STAGE 6.2
Combustibil Diesel
Tractiune integrala
Tip motor 2.0L EcoBlue
Cilindree 1996 cmc
Ampatament 3220 mm
Lungime totala (cu bara spate echipata) 5359 mm
Latime totala (cu oglinzi extinse) 2163 mm
Latime totala (cu oglinzile pliate) 1977 mm
Lungimea benei de incarcare (la podea) 1575 mm
Latimea benei de incarcare (la podea) 1560 mm
Inaltimea benei (la centrul axei) 541 mm
Inaltime de incarcare (neincarcat) 857 mm
Spatiu efectiv la nivelul capului (in fata) 1022 mm
Spatiu maxim efectiv la nivelul picioarelor (in spate) 902 mm
Sarcina utila maxima totala 1024 kg
Masa autorizata pe puntea fata 1480 kg
Masa autorizata pe puntea spate 1850 kg
Masa totala a vehiculului 3270 kg
Masa proprie 2246-2374 kg
Raport de transmisie 3,55
Masa tractabila fara sistem de franare 750 kg
Masa tractabila cu sistem de franare 3500 kg
Masa maxima ansamblu rutier 6000 kg

DOTARI STANDARD 
ABS & ESP+
Acoperire podea - covoras
Airbag lateral montat in scaun la nivelul toracelui
Airbag pasager
Airbag sofer
Airbag-uri laterale si tip cortina
Anvelope 265/60 R18 A/S
Aparatori de noroi fata
Aparatori de noroi spate
Asistenta inteligenta pentru viteza
Avertizare centuri de siguranta sofer/pasager
Avertizor temperatura scazuta
Bancheta randul doi
Bara de protectie fata
Bara fata plastic in culoarea caroseriei
Bena Pick-up - Carlige interioare pentru fixare
Buson alimentare Ford Easy Fuel
Camera video spate
Capitonaj Premium panou interior cabina
Capitonare capota motor
Caroserie ramforsata
Centuri de siguranta inertiale in trei puncte locurile spate
Cheie pliabila
Claxon cu doua tonalitati
Comenzi multimedia pe volan
Compartimente de depozitare pe spatarul soferului
Consola centrala cu 2 compartimente
Oglinda retrovizoare electrocromatica
Oglinzi laterale vopsite Boulder Grey
Oglinzi incalzite si pliabile electric cu semnalizator integrat
Ornament bord Ebony
Pachet Standard Wildtrak (Grila frontala radiator vopsita,
Inchidere centralizata bena, Pachet scaune fata 52, Pachet
siguranta 16, Acoperire podea - covoras, Oglinzi laterale
vopsite Boulder Grey, Manere usi vopsite Boulder Grey,
Stergatoare cu senzor de ploaie, Senzori parcare spate,
Diferential de blocare spate, Sistem electronic de control al
temperaturii - (DEATC), Pilot automat, Sistem de alarma
antifurt volumetric, Camera video spate, Lumini cu aprindere automata On/Off)
Pachet radio 123 (Radio AM/FM, SYNC 3 AM/FM, TMC si RDS,
Bluetooth, USB, conexiune AUX pentru dispozitive externe de
muzica, Ecran tactil TFT 8"", 6 boxe, Navigatie, Microfon si mufa
pentru alimentare pentru spate, Sistem electronic de control al
temperaturii - (DEATC), Modem incorporat 4, Control activ al zgomotului)
Pachet roti 20 (Jante aliaj 18"" x 8.0, Anvelope 265/60 R18 A/S, Roata de rezerva pe 18"")
Pachet scaune fata 52 (Scaune electrice incalzite pentru sofer
si pasager
Pachet scaune spate 11 (Cotiera spate, scaunul din centru,
Convertor 220V
Cosola imbracata cu vinil
Diferential de blocare spate
Directie servoasistata electric (EPAS)
Doua chei cu telecomanda
Ecran tactil TFT de 8''
Faruri cu LED
Frana de mana cu maner si buton cromat
Fara semalizatoare laterale
Fara bara spate subrulare
Geam electric sofer cu coborare/ridicare dintr-o apasare
Geamuri fumurii
Geamuri laterale electrice spate
Grila frontala radiator vopsita
Hayon cu mecanism Easy-lift
Iluminare torpedou
Indicator avertizare nivel lichid de parbriz
Instalatie carlig de remorcare
Instrumente de bord superioare
Jante aliaj 18"" x 8.0
Lampa de ceata spate
Lampa de frana montata in partea de sus
Lumini cu aprindere automata On/Off
Lumini de zi
Lumini frontale de ceata cu LED
Lumina ambientala LED
Luneta incalzita
Martor avertizare defectiune
Martor dezactivare airbag pasager
Maner hayon bena cromat
Maner hayon turnat, in culoare proprie
Manere sustinere - fata interior
Manere usi vopsite Boulder Grey
Manere usi in interior cromate
Centuri de siguranta inertiale in trei puncte locurile spate,
Accesorii de fixare ISOFIX)
Pachet tapiterie interior 20
Parasolar pasager cu oglinda si capac cu iluminare
Parasolar sofer cu spatiu depozitare, oglinda cu capc si iluminare
Parbriz incalzit
Pilot automat
Recunoasterea indicatoarelor de viteza
Roata de rezerva pe 18""
Sacaune sofer si pasager incalzite
Scaun sofer reglabil electric pe 8 directii
Scut protectie motor si cutie transfer
Senzori parcare fata
Senzori parcare spate
Senzori presiune roti
Sistem de alarma antifurt volumetric
Sistem de avertizare a coliziunii
Sistem de avertizare la parasirea benzii de circulatie
Sistem de blocare usi spate pentru copii
Sistem de management al bateriei
Sistem de tratare a emisiilor (AdBlue) - 20L
Sistem fixare scaun copil bancheta spate
Sistem fixare scaun copil bancheta spate - tip Isofix
Sistem franare cu discuri fata / tamburi spate
Sistem pasiv Keyless Entry & Start
Tapiterie panou usi Wildtrak
Termometru temperatura exterioara
Tetiera scaun spate central
Treapta bara spate in culoare Boulder Grey Step
Treapta laterala cu insertii slefuite
Volan sport imbracat in piele
Vopsea Boulder Grey grila radiator
Inchidere centralizata bena
Inchidere centralizata dubla
Inchidere centralizata pe frecventa inalta
Sine acoperis
Stergatoare cu senzor de ploaie
DOTARI OPTIONALE ADAUGATE
 Vopsea metalizata, Sabre 
+  Wildtrak Driver Assistance Pack with Park Assist  (Asistenta activa la parcare; Pilot Automat
Autoadaptiv)
+ Pachet de upgrade functional 20 (Sistem de ancorare marfa in bena prin inele; Sports bar - Arcada
cu iluminare pentru bena, sine laterale si lampa de frana spate montata in partea de sus; Rulou acoperire bena actionat electric)
+  Carlig de remorcare  (Instalatie electrica carlig remorcare)
+  Eliminare sistem start/stop","None","https://www.autovit.ro/anunt/ford-ranger-pick-up-2-0-ecoblue-170-cp-4x4-cabina-dubla-wildtrack-aut-ID7Ha7EI.html",\N,"DA","None",\N,"AURIU","NONE",\N,"2023-04-06 06:03:01",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000690ec-f3bb-541e-885a-2da5d96e8277","VOLKSWAGEN","PASSAT CC","None","2009","170","19683","D",\N,"M","None",\N,"4",\N,"272000","6750.00","EUR","Negociabil","Firma","None",\N,"EURO 4",\N,"SECOND HAND","NONE","Strada Grigore Alexandrescu FN - 300351 Timisoara, Judet Timis (Romania)","","","VW Passat CC 2.0 TDi 170 Cp 2009

* An 2009
* Motor 2000 cmc diesel
* 170 de cai putere
* Norma de poluare Euro 4
* Rulaj 272000 km
* Cutie de viteze manuala cu 6+1 trepte
* Geamuri eletcrice fata si spate
* Oglinzi incalzite electric
* Dublu climatronic
* Computer de bord
* Comenzi pe volan
* Volan reglabil pe inaltime si adancime
* Navigatie mare 3D color cu touchscreen
* Tapiterie din piele + Alcantara
* Incalzire in scaune
* Inchidere centralizata
* ABS, ESP, servodirectie, airbag-uri
* Senzori de ploaie si lumina
* Senzori de parcare
* Faruri bi-xenon adaptive
* Proiectoare de ceata
* Jante de aliaj
* Stare foarte buna tehnic si optic
* Accept variante.

*** NU RASPUND LA MESAJE SAU MAIL! ***
*** PROPRIETAR PERSOANA FIZICA! ***

Pret 6750 euro negociabil.  Telefon  072 - arata numarul -","None","https://www.autovit.ro/anunt/volkswagen-passat-cc-ID7H9cUA.html",\N,"NONE",\N,\N,"ALB","NONE","2023-03-14","2023-03-14 18:02:09",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0006b157-db29-5e83-8ffe-d4b9af42ea51","DACIA","LOGAN","None","2013","75","114","U",\N,"M","Berlina","None","4",\N,"115300","5500.00","RON","None","Persoana fizica","UU14SDAG448905080","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Dacia Logan 2 Laureat
An fabricatie 2013
Motorizare 1,2 benzina Euro 5
Consum 7% urban
-servodirectie
-volan reglabil
-ABS
-airbag sofer si pasager
-scaun reglabil pe inaltime
-avertizare sonora lumini
-indicator luminos schimbare trepte viteze
-avertizare centuri de siguranta
-geamuri electrice fata
-oglinzi electrice
-volan piele
-aer conditionat
-cd player cu bluetooth (aux, usb)
-anvelope noi iarna
-proiectoare ceata

Revizie motor si schimbare placute de frana si discuri la 115.000 km
ITP valabil 2025","None","https://www.olx.ro/d/oferta/vand-dacia-logan-IDhQa1t.html",\N,"INMATRICULAT","None","None","ALB","NONE","2023-12-20","2023-12-22 22:55:15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0006b234-13ca-50e3-be90-ee246a56b2ac","SKODA","FABIA","None","2011",\N,"1598","D",\N,"M","Break",\N,\N,\N,"171525","3900.00","EUR","Negociabil","Proprietar","",\N,"",\N,"UTILIZAT","","Cluj-Napoca, judet Cluj","Cluj","","Motor 1.6 TDI 105CP EURO5

Bare portbagaj
Jante de aliaj originale
Incalzire in scaunele fata
Climatronic
Senzori de parcare spate
Set anvelope de iarna
Geamuri electrice fata
Faruri cu lupA, lumini de zi si faruri de ceaEA cu functie cornering 
Scaune faEA reglabile pe AnAlEime
Banchete spate fractionate
Geamuri heliomate din fabricA
Interior curat ETMi Angrijit
Roata de rezerva originala noua
Tavita portbagaj si presuri tip tavita
Istoric service
Discuri si placute frana fata si spate schimbate anul trecut
Filtru de particule in garantie","","https://www.olx.ro/oferta/skoda-fabia-1-6-tdi-IDeC435.html#e0da8025ad","2011-05-31","",\N,\N,"GRI","","2021-04-26","2021-10-19 17:24:29",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0006c044-afb5-5241-866a-1b1776234ae6","RENAULT","CAPTUR","TCe Turbo Stop/Start Authentique","2017","90","89","U",\N,"M","SUV","Fata","5","5","49000","13250.00","EUR","None","Firma","None","None","EURO 6","113 g/km","NONE","GERMANIA","Jud. Harg - 535600 Odorheiu Secuiesc","Harghita","None","Euro-Car Trading vinde Renault Captur

An fabricatie: 2017 (prima inmatriculare februarie 2018)

Motorizare: 0.9 TCE 90 CP euro6

Cutie de viteze: Manuala 5+1 trepte

Rulaj: 49.000 Km

Autoturism import din Germania.

Inmatriculat in Romania.

Carte service cu revizii la zi.

Raport Carvertical

Ultima revizie in Aprilie 2024 in urma cu 500 km. (ulei+toate filtre+frane fata inlocuite)

2 seturi de anvelope

Garantie 12 luni

Dotari:

- ABS, ESP, ASR + asistenta la plecare in rampa

- 6 airbaguri

- Inchidere centralizata cu telecomanda

- Pornire la buton

- Aer conditionat

- Sistem stop/start

- Tempomat si limitator de viteza

- Volan imbracat in piele cu comenzi

- 4 geamuri electrice

- Oglinzi reglabile si rabatabile electric cu incalzire

- Senzori de parcare spate

- Sistem multimedia cu Android cu touchscreen

- Conexiune USB si Bluetooth

- Senzori de preiune in roti

- Computer bord

- Faruri ceata

- Lumini de zi LED

- Jante aliaj pe 16

- Etc.

Pentru mai multe detalii sau programare drive test va rugam sa-ne contactati telefonic sau prin e-mail!","None","https://www.autovit.ro/autoturisme/anunt/renault-captur-tce-turbo-stop-start-authentique-ID7HmQN8.html","2018-02-21","NONE","None","None","GRI","METALIZATA","2024-05-30","2024-06-03 19:57:19","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0006ccfe-3fdf-53a8-b34c-9ba8d64c7e09","LAND ROVER","RANGE ROVER SPORT","None","2011","246","300","D",\N,"missing","Masina de teren","None","None",\N,"265000","12000.00","EUR","None","Radu Ciobanu","None","None","NONE","None","NEAVARIATA","ROMANIA","Iasi","Iasi","None","vand sau schimb cu auto.motor 2000. land ROVER sport cu trapa motor 3000 246 cp an 2011 luna 11 masina personala revizia facut acum 2000 de Km in masina sau schimbat toate consumabilele baterie nou distributia schimbata si multele alte masina este tinuta impecabila interior exterior la cerere va pot trimite verificare pe car vertical masina nu a fost lovita sau Km dati inapoi masina are 265000 de km Publi24_1708126658","None","https://www.publi24.ro/anunturi/auto-moto/masini-second-hand/land-rover/range-rover-sport/anunt/vand-sau-schimb-cu-auto-motor-2000/828560h7658g78881f9f7g681355g837.html",\N,"INMATRICULATA","None","None","missing","NONE","2024-02-17","2024-03-04 19:03:16",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0006d52c-0a3c-5dda-9088-4453df4e6c78","RENAULT","MEGANE","None","2011","110","149","D",\N,"M","Break","None","5",\N,"232000","5399.00","RON","None","Persoana fizica","VF1KZ5G0645788064","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Renault Megane III SporTour

Motor 1.5 dci
Km Reali, fara daune
Aer conditionat functional
Geamuri electrice
Geamuri fumurii spate
Oglinzi electrice
Pilot automat
Navigatie originala
Jante aliaj
ABS,ESP, controlul tractiunii
Masina este recent importata din Italia, adusa personal pe roti. Nu necesita investitii in motor,recent au fost schimbate toata articulatia fata si baterie, urmeze de uzura specifice varstei. Masina de poate verifica pe carVertical, de altfel detin raportul si il pot oferi daca este nevoie. RAR efectuat!!","None","https://www.olx.ro/d/oferta/renault-megane-iii-sportour-1-5-dci-IDi0pUA.html",\N,"NEINMATRICULAT","None","None","GRI","NONE","2024-03-12","2024-03-22 11:17:47","2024-04-15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
